ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Character,CharacterVariants,Pinyin,WordFamily,FormVariants
OldChinese-4924-Morning-1,zhāo4,OldChinese,4924-Morning,*trau,trau,,,Schuessler2007,4924,,,,朝,,zhāo,zhāo4,
LateHanChinese-4924-Morning-1,zhāo4,LateHanChinese,4924-Morning,ṭɑu,ṭɑu,,,Schuessler2007,4924,,,,朝,,zhāo,zhāo4,
MiddleChinese-4924-Morning-1,zhāo4,MiddleChinese,4924-Morning,ṭjäu,ṭjäu,,,Schuessler2007,4924,,,,朝,,zhāo,zhāo4,
OldChinese-4925-Performthemorningceremony-1,cháo,OldChinese,4925-Performthemorningceremony,*drau,drau,,,Schuessler2007,4925,,,,朝,朝潮,cháo,zhāo3,
LateHanChinese-4925-Performthemorningceremony-1,cháo,LateHanChinese,4925-Performthemorningceremony,ḍɑu,ḍɑu,,,Schuessler2007,4925,,,,朝,朝潮,cháo,zhāo3,
MiddleChinese-4925-Performthemorningceremony-1,cháo,MiddleChinese,4925-Performthemorningceremony,ḍjäu,ḍjäu,,,Schuessler2007,4925,,,,朝,朝潮,cháo,zhāo3,
OldChinese-4926-Claw-1,zhǎo1,OldChinese,4926-Claw,*tsrûɁ,tsrûɁ,,,Schuessler2007,4926,,,,爪,,zhǎo,zhǎo1,
LateHanChinese-4926-Claw-1,zhǎo1,LateHanChinese,4926-Claw,tṣauᴮ,tṣauᴮ,,,Schuessler2007,4926,,,,爪,,zhǎo,zhǎo1,
MiddleChinese-4926-Claw-1,zhǎo1,MiddleChinese,4926-Claw,tṣauᴮ,tṣauᴮ,,,Schuessler2007,4926,,,,爪,,zhǎo,zhǎo1,
OldChinese-4929-Tocallsummon-1,zhào1,OldChinese,4929-Tocallsummon,*drauh,drauh,,,Schuessler2007,4929,,,,召,,zhào,zhào1,
LateHanChinese-4929-Tocallsummon-1,zhào1,LateHanChinese,4929-Tocallsummon,ḍɑuᶜ,ḍɑuᶜ,,,Schuessler2007,4929,,,,召,,zhào,zhào1,
MiddleChinese-4929-Tocallsummon-1,zhào1,MiddleChinese,4929-Tocallsummon,ḍjäuᶜ,ḍjäuᶜ,,,Schuessler2007,4929,,,,召,,zhào,zhào1,
OldChinese-4930-Tobeckonsummon-1,zhāo,OldChinese,4930-Tobeckonsummon,*tau,tau,,,Schuessler2007,4930,,,,招,,zhāo,zhào1,
LateHanChinese-4930-Tobeckonsummon-1,zhāo,LateHanChinese,4930-Tobeckonsummon,tśau,tśau,,,Schuessler2007,4930,,,,招,,zhāo,zhào1,
MiddleChinese-4930-Tobeckonsummon-1,zhāo,MiddleChinese,4930-Tobeckonsummon,tśjäu,tśjäu,,,Schuessler2007,4930,,,,招,,zhāo,zhào1,
OldChinese-4931-Totelldeclare-1,zhào,OldChinese,4931-Totelldeclare,*tauh,tauh,,,Schuessler2007,4931,,,,詔,,zhào,zhào1,
LateHanChinese-4931-Totelldeclare-1,zhào,LateHanChinese,4931-Totelldeclare,tśauᶜ,tśauᶜ,,,Schuessler2007,4931,,,,詔,,zhào,zhào1,
MiddleChinese-4931-Totelldeclare-1,zhào,MiddleChinese,4931-Totelldeclare,tśjäuᶜ,tśjäuᶜ,,,Schuessler2007,4931,,,,詔,,zhào,zhào1,
OldChinese-4934-Toprognosticateomensymptom-1,zhào4,OldChinese,4934-Toprognosticateomensymptom,*d-lauɁ,d-lauɁ,,,Schuessler2007,4934,,,,兆,,zhào,zhào4,
LateHanChinese-4934-Toprognosticateomensymptom-1,zhào4,LateHanChinese,4934-Toprognosticateomensymptom,ḍɑuᴮ,ḍɑuᴮ,,,Schuessler2007,4934,,,,兆,,zhào,zhào4,
MiddleChinese-4934-Toprognosticateomensymptom-1,zhào4,MiddleChinese,4934-Toprognosticateomensymptom,ḍjäuᴮ,ḍjäuᴮ,,,Schuessler2007,4934,,,,兆,,zhào,zhào4,
MiddleChinese-4936-NA-1,zhē,MiddleChinese,4936-NA,"ṭjak,ḍjak",ṭjak,,,Schuessler2007,4936,,,,著,,zhē,zhē,
OldChinese-4937-Hangingears-1,zhé1,OldChinese,4937-Hangingears,*trap,trap,,,Schuessler2007,4937,,,,耴,,zhé,zhé1,
LateHanChinese-4937-Hangingears-1,zhé1,LateHanChinese,4937-Hangingears,ṭɑp,ṭɑp,,,Schuessler2007,4937,,,,耴,,zhé,zhé1,
MiddleChinese-4937-Hangingears-1,zhé1,MiddleChinese,4937-Hangingears,ṭjäp,ṭjäp,,,Schuessler2007,4937,,,,耴,,zhé,zhé1,
OldChinese-4938-Tobreakoff-1,zhé2,OldChinese,4938-Tobreakoff,*tet,tet,,,Schuessler2007,4938,,,,折,,zhé,zhé2,
LateHanChinese-4938-Tobreakoff-1,zhé2,LateHanChinese,4938-Tobreakoff,tśat,tśat,,,Schuessler2007,4938,,,,折,,zhé,zhé2,
MiddleChinese-4938-Tobreakoff-1,zhé2,MiddleChinese,4938-Tobreakoff,tśjät,tśjät,,,Schuessler2007,4938,,,,折,,zhé,zhé2,
OldChinese-4939-Tobend-1,shé,OldChinese,4939-Tobend,*det,det,,,Schuessler2007,4939,,,,折,,shé,zhé2,
LateHanChinese-4939-Tobend-1,shé,LateHanChinese,4939-Tobend,dźat,dźat,,,Schuessler2007,4939,,,,折,,shé,zhé2,
MiddleChinese-4939-Tobend-1,shé,MiddleChinese,4939-Tobend,źjät,źjät,,,Schuessler2007,4939,,,,折,,shé,zhé2,
OldChinese-4940-Fever-1,zhěn2,OldChinese,4940-Fever,*thrəns,thrəns,,,Schuessler2007,4940,,,,疹,,zhěn,zhěn2,*thrəns or *rhəns
LateHanChinese-4940-Fever-1,zhěn2,LateHanChinese,4940-Fever,ṭʰinᶜ,ṭʰinᶜ,,,Schuessler2007,4940,,,,疹,,zhěn,zhěn2,
MiddleChinese-4940-Fever-1,zhěn2,MiddleChinese,4940-Fever,ṭʰjenᶜ,ṭʰjenᶜ,,,Schuessler2007,4940,,,,疹,,zhěn,zhěn2,
OldChinese-4941-Pathbetweenfields-1,zhěn3,OldChinese,4941-Pathbetweenfields,*tənɁ,tənɁ,,,Schuessler2007,4941,,,,畛,,zhěn,zhěn3,
LateHanChinese-4941-Pathbetweenfields-1,zhěn3,LateHanChinese,4941-Pathbetweenfields,tśinᴮ,tśinᴮ,,,Schuessler2007,4941,,,,畛,,zhěn,zhěn3,
MiddleChinese-4941-Pathbetweenfields-1,zhěn3,MiddleChinese,4941-Pathbetweenfields,tśjen[ᴮ],tśjen,,,Schuessler2007,4941,,,,畛,,zhěn,zhěn3,
OldChinese-4943-Myour-1,zhèn1,OldChinese,4943-Myour,"*drəmɁ,*drəŋɁ",drəmɁ,,,Schuessler2007,4943,,,,朕,,zhèn,zhèn1,
LateHanChinese-4943-Myour-1,zhèn1,LateHanChinese,4943-Myour,ḍimᴮ,ḍimᴮ,,,Schuessler2007,4943,,,,朕,,zhèn,zhèn1,
MiddleChinese-4943-Myour-1,zhèn1,MiddleChinese,4943-Myour,ḍjəmᴮ,ḍjəmᴮ,,,Schuessler2007,4943,,,,朕,,zhèn,zhèn1,
OldChinese-4944-Toshakerousequake-1,zhèn2,OldChinese,4944-Toshakerousequake,*təns,təns,,,Schuessler2007,4944,,,,振,振震,zhèn,zhèn2,
LateHanChinese-4944-Toshakerousequake-1,zhèn2,LateHanChinese,4944-Toshakerousequake,tśinᶜ,tśinᶜ,,,Schuessler2007,4944,,,,振,振震,zhèn,zhèn2,
MiddleChinese-4944-Toshakerousequake-1,zhèn2,MiddleChinese,4944-Toshakerousequake,tśjenᶜ,tśjenᶜ,,,Schuessler2007,4944,,,,振,振震,zhèn,zhèn2,
OldChinese-4945-Majestic-1,zhēn5,OldChinese,4945-Majestic,*tən,tən,,,Schuessler2007,4945,,,,振,,zhēn,zhèn2,
LateHanChinese-4945-Majestic-1,zhēn5,LateHanChinese,4945-Majestic,tśin,tśin,,,Schuessler2007,4945,,,,振,,zhēn,zhèn2,
MiddleChinese-4945-Majestic-1,zhēn5,MiddleChinese,4945-Majestic,tśjen,tśjen,,,Schuessler2007,4945,,,,振,,zhēn,zhèn2,
OldChinese-4946-Thunder-1,zhèn2a,OldChinese,4946-Thunder,*təns,təns,,,Schuessler2007,4946,,,,震,,zhèn2a,zhèn2a,
LateHanChinese-4946-Thunder-1,zhèn2a,LateHanChinese,4946-Thunder,tśinᶜ,tśinᶜ,,,Schuessler2007,4946,,,,震,,zhèn2a,zhèn2a,
MiddleChinese-4946-Thunder-1,zhèn2a,MiddleChinese,4946-Thunder,tśjenᶜ,tśjenᶜ,,,Schuessler2007,4946,,,,震,,zhèn2a,zhèn2a,
OldChinese-4947-Pregnant-1,"zhèn3,shēn",OldChinese,4947-Pregnant,*təns,təns,,,Schuessler2007,4947,,,,娠,,"zhèn3,shēn","zhèn3,shēn",
LateHanChinese-4947-Pregnant-1,"zhèn3,shēn",LateHanChinese,4947-Pregnant,tśin,tśin,,,Schuessler2007,4947,,,,娠,,"zhèn3,shēn","zhèn3,shēn",
MiddleChinese-4947-Pregnant-1,"zhèn3,shēn",MiddleChinese,4947-Pregnant,"tśjenᶜ,śjen",tśjenᶜ,,,Schuessler2007,4947,,,,娠,,"zhèn3,shēn","zhèn3,shēn",
OldChinese-4953-Tofightquarrel-1,zhēng2,OldChinese,4953-Tofightquarrel,*tsrêŋ,tsrêŋ,,,Schuessler2007,4953,,,,爭,,zhēng,zhēng2,
LateHanChinese-4953-Tofightquarrel-1,zhēng2,LateHanChinese,4953-Tofightquarrel,tṣɛŋ,tṣɛŋ,,,Schuessler2007,4953,,,,爭,,zhēng,zhēng2,
MiddleChinese-4953-Tofightquarrel-1,zhēng2,MiddleChinese,4953-Tofightquarrel,tṣɛŋ,tṣɛŋ,,,Schuessler2007,4953,,,,爭,,zhēng,zhēng2,
OldChinese-4955-Tosteam-1,zhēng4,OldChinese,4955-Tosteam,*təŋ,təŋ,,,Schuessler2007,4955,,,,烝,,zhēng,zhēng4,
LateHanChinese-4955-Tosteam-1,zhēng4,LateHanChinese,4955-Tosteam,tśiŋ,tśiŋ,,,Schuessler2007,4955,,,,烝,,zhēng,zhēng4,
MiddleChinese-4955-Tosteam-1,zhēng4,MiddleChinese,4955-Tosteam,tśjəŋ,tśjəŋ,,,Schuessler2007,4955,,,,烝,,zhēng,zhēng4,
OldChinese-4956-Boilerearthenwarepotforsteamingrice-1,zèng,OldChinese,4956-Boilerearthenwarepotforsteamingrice,*tsəŋ,tsəŋ,,,Schuessler2007,4956,,,,甑,,zèng,zhēng4,
LateHanChinese-4956-Boilerearthenwarepotforsteamingrice-1,zèng,LateHanChinese,4956-Boilerearthenwarepotforsteamingrice,tsiŋ,tsiŋ,,,Schuessler2007,4956,,,,甑,,zèng,zhēng4,
MiddleChinese-4956-Boilerearthenwarepotforsteamingrice-1,zèng,MiddleChinese,4956-Boilerearthenwarepotforsteamingrice,tsjəŋ,tsjəŋ,,,Schuessler2007,4956,,,,甑,,zèng,zhēng4,
OldChinese-4958-Brushwood-1,zhēng6,OldChinese,4958-Brushwood,*təŋ,təŋ,,,Schuessler2007,4958,,,,蒸,,zhēng,zhēng6,
LateHanChinese-4958-Brushwood-1,zhēng6,LateHanChinese,4958-Brushwood,tśiŋ,tśiŋ,,,Schuessler2007,4958,,,,蒸,,zhēng,zhēng6,
MiddleChinese-4958-Brushwood-1,zhēng6,MiddleChinese,4958-Brushwood,tśjəŋ,tśjəŋ,,,Schuessler2007,4958,,,,蒸,,zhēng,zhēng6,
OldChinese-4964-Bestraightcorrectgoverndetermine-1,zhèng1,OldChinese,4964-Bestraightcorrectgoverndetermine,*teŋh,teŋh,,,Schuessler2007,4964,,,,正,正政,zhèng,zhèng1,
LateHanChinese-4964-Bestraightcorrectgoverndetermine-1,zhèng1,LateHanChinese,4964-Bestraightcorrectgoverndetermine,tśeŋᶜ,tśeŋᶜ,,,Schuessler2007,4964,,,,正,正政,zhèng,zhèng1,
MiddleChinese-4964-Bestraightcorrectgoverndetermine-1,zhèng1,MiddleChinese,4964-Bestraightcorrectgoverndetermine,tśjäŋᶜ,tśjäŋᶜ,,,Schuessler2007,4964,,,,正,正政,zhèng,zhèng1,
OldChinese-4965-Centeroftargetfirstmonth-1,zhēng,OldChinese,4965-Centeroftargetfirstmonth,*teŋ,teŋ,,,Schuessler2007,4965,,,,正,正征,zhēng,zhèng1,
LateHanChinese-4965-Centeroftargetfirstmonth-1,zhēng,LateHanChinese,4965-Centeroftargetfirstmonth,tśeŋ,tśeŋ,,,Schuessler2007,4965,,,,正,正征,zhēng,zhèng1,
MiddleChinese-4965-Centeroftargetfirstmonth-1,zhēng,MiddleChinese,4965-Centeroftargetfirstmonth,tśjäŋ,tśjäŋ,,,Schuessler2007,4965,,,,正,正征,zhēng,zhèng1,
OldChinese-4966-Beorderly-1,zhěng2,OldChinese,4966-Beorderly,*teŋɁ,teŋɁ,,,Schuessler2007,4966,,,,整,,zhěng,zhèng1,
LateHanChinese-4966-Beorderly-1,zhěng2,LateHanChinese,4966-Beorderly,tśeŋᴮ,tśeŋᴮ,,,Schuessler2007,4966,,,,整,,zhěng,zhèng1,
MiddleChinese-4966-Beorderly-1,zhěng2,MiddleChinese,4966-Beorderly,tśjäŋᴮ,tśjäŋᴮ,,,Schuessler2007,4966,,,,整,,zhěng,zhèng1,
OldChinese-4967-Testifyprove-1,zhèng2,OldChinese,4967-Testifyprove,*təŋh,təŋh,,,Schuessler2007,4967,,,,證,,zhèng,zhèng2,
LateHanChinese-4967-Testifyprove-1,zhèng2,LateHanChinese,4967-Testifyprove,tśiŋᶜ,tśiŋᶜ,,,Schuessler2007,4967,,,,證,,zhèng,zhèng2,
MiddleChinese-4967-Testifyprove-1,zhèng2,MiddleChinese,4967-Testifyprove,tśjəŋᶜ,tśjəŋᶜ,,,Schuessler2007,4967,,,,證,,zhèng,zhèng2,
OldChinese-4968-Toexamineverifysummon-1,zhēng,OldChinese,4968-Toexamineverifysummon,*trəŋ ?,trəŋ_?,,,Schuessler2007,4968,,,,徵,,zhēng,zhèng2,
LateHanChinese-4968-Toexamineverifysummon-1,zhēng,LateHanChinese,4968-Toexamineverifysummon,ṭəŋ,ṭəŋ,,,Schuessler2007,4968,,,,徵,,zhēng,zhèng2,
MiddleChinese-4968-Toexamineverifysummon-1,zhēng,MiddleChinese,4968-Toexamineverifysummon,ṭjəŋ,ṭjəŋ,,,Schuessler2007,4968,,,,徵,,zhēng,zhèng2,
OldChinese-4969-thishesheit-1,zhī1,OldChinese,4969-thishesheit,*tə,tə,,,Schuessler2007,4969,,,,之,,zhī,zhī1,
LateHanChinese-4969-thishesheit-1,zhī1,LateHanChinese,4969-thishesheit,tśə,tśə,,,Schuessler2007,4969,,,,之,,zhī,zhī1,
MiddleChinese-4969-thishesheit-1,zhī1,MiddleChinese,4969-thishesheit,tśi,tśi,,,Schuessler2007,4969,,,,之,,zhī,zhī1,
OldChinese-4970-thisnowthen-1,shí,OldChinese,4970-thisnowthen,*də,də,,,Schuessler2007,4970,,,,時,,shí,zhī1,
LateHanChinese-4970-thisnowthen-1,shí,LateHanChinese,4970-thisnowthen,dźə,dźə,,,Schuessler2007,4970,,,,時,,shí,zhī1,
MiddleChinese-4970-thisnowthen-1,shí,MiddleChinese,4970-thisnowthen,zi,zi,,,Schuessler2007,4970,,,,時,,shí,zhī1,
OldChinese-4971-Togoproceed-1,zhī2,OldChinese,4971-Togoproceed,*tə (= *tiə ?),tə_,,,Schuessler2007,4971,,,,之,,zhī,zhī2,
LateHanChinese-4971-Togoproceed-1,zhī2,LateHanChinese,4971-Togoproceed,tśə,tśə,,,Schuessler2007,4971,,,,之,,zhī,zhī2,
MiddleChinese-4971-Togoproceed-1,zhī2,MiddleChinese,4971-Togoproceed,tśi,tśi,,,Schuessler2007,4971,,,,之,,zhī,zhī2,
OldChinese-4972-Timeseason-1,shí,OldChinese,4972-Timeseason,*dəɁ (tone!),dəɁ_,,,Schuessler2007,4972,,,,時,,shí,zhī2,
LateHanChinese-4972-Timeseason-1,shí,LateHanChinese,4972-Timeseason,dźə,dźə,,,Schuessler2007,4972,,,,時,,shí,zhī2,
MiddleChinese-4972-Timeseason-1,shí,MiddleChinese,4972-Timeseason,źi,źi,,,Schuessler2007,4972,,,,時,,shí,zhī2,
OldChinese-4973-Goalpurposewillwish-1,zhì,OldChinese,4973-Goalpurposewillwish,*təh,təh,,,Schuessler2007,4973,,,,志,,zhì,zhī2,
LateHanChinese-4973-Goalpurposewillwish-1,zhì,LateHanChinese,4973-Goalpurposewillwish,tśəᶜ,tśəᶜ,,,Schuessler2007,4973,,,,志,,zhì,zhī2,
MiddleChinese-4973-Goalpurposewillwish-1,zhì,MiddleChinese,4973-Goalpurposewillwish,tśiᶜ,tśiᶜ,,,Schuessler2007,4973,,,,志,,zhì,zhī2,
OldChinese-4974-Footheel-1,zhǐ,OldChinese,4974-Footheel,*təɁ,təɁ,,,Schuessler2007,4974,,,,止,止趾,zhǐ,zhī2,
LateHanChinese-4974-Footheel-1,zhǐ,LateHanChinese,4974-Footheel,tśəᴮ,tśəᴮ,,,Schuessler2007,4974,,,,止,止趾,zhǐ,zhī2,
MiddleChinese-4974-Footheel-1,zhǐ,MiddleChinese,4974-Footheel,tśiᴮ,tśiᴮ,,,Schuessler2007,4974,,,,止,止趾,zhǐ,zhī2,
OldChinese-4975-Datepointintimeseasonplanet-1,chén,OldChinese,4975-Datepointintimeseasonplanet,*dən,dən,,,Schuessler2007,4975,,,,辰,,chén,zhī2,
LateHanChinese-4975-Datepointintimeseasonplanet-1,chén,LateHanChinese,4975-Datepointintimeseasonplanet,dźin,dźin,,,Schuessler2007,4975,,,,辰,,chén,zhī2,
MiddleChinese-4975-Datepointintimeseasonplanet-1,chén,MiddleChinese,4975-Datepointintimeseasonplanet,źjen,źjen,,,Schuessler2007,4975,,,,辰,,chén,zhī2,
OldChinese-4976-Juicesapmeltingsnow-1,zhī3,OldChinese,4976-Juicesapmeltingsnow,*kip,kip,,,Schuessler2007,4976,,,,汁,,zhī,zhī3,
LateHanChinese-4976-Juicesapmeltingsnow-1,zhī3,LateHanChinese,4976-Juicesapmeltingsnow,kip,kip,,,Schuessler2007,4976,,,,汁,,zhī,zhī3,
MiddleChinese-4976-Juicesapmeltingsnow-1,zhī3,MiddleChinese,4976-Juicesapmeltingsnow,tśjəp,tśjəp,,,Schuessler2007,4976,,,,汁,,zhī,zhī3,
LateHanChinese-4977-Juice-1,qì,LateHanChinese,4977-Juice,kʰip,kʰip,,,Schuessler2007,4977,,,,湇,,qì,zhī3,
MiddleChinese-4977-Juice-1,qì,MiddleChinese,4977-Juice,kʰjəp,kʰjəp,,,Schuessler2007,4977,,,,湇,,qì,zhī3,
OldChinese-4978-Limbbranch-1,zhī4,OldChinese,4978-Limbbranch,*ke,ke,,,Schuessler2007,4978,,,,支,支枝肢,zhī,zhī4,
LateHanChinese-4978-Limbbranch-1,zhī4,LateHanChinese,4978-Limbbranch,kie,kie,,,Schuessler2007,4978,,,,支,支枝肢,zhī,zhī4,
MiddleChinese-4978-Limbbranch-1,zhī4,MiddleChinese,4978-Limbbranch,tśjie 4,tśjie_4,,,Schuessler2007,4978,,,,支,支枝肢,zhī,zhī4,
OldChinese-4979-Bifurcatingforkedroad-1,qí,OldChinese,4979-Bifurcatingforkedroad,*ge,ge,,,Schuessler2007,4979,,,,歧,歧岐,qí,zhī4,
LateHanChinese-4979-Bifurcatingforkedroad-1,qí,LateHanChinese,4979-Bifurcatingforkedroad,gie,gie,,,Schuessler2007,4979,,,,歧,歧岐,qí,zhī4,
MiddleChinese-4979-Bifurcatingforkedroad-1,qí,MiddleChinese,4979-Bifurcatingforkedroad,gjie 4,gjie_4,,,Schuessler2007,4979,,,,歧,歧岐,qí,zhī4,
OldChinese-4980-Toknowunderstand-1,zhī5,OldChinese,4980-Toknowunderstand,*tre,tre,,,Schuessler2007,4980,,,,知,,zhī,zhī5,
LateHanChinese-4980-Toknowunderstand-1,zhī5,LateHanChinese,4980-Toknowunderstand,ṭe,ṭe,,,Schuessler2007,4980,,,,知,,zhī,zhī5,
MiddleChinese-4980-Toknowunderstand-1,zhī5,MiddleChinese,4980-Toknowunderstand,ṭje,ṭje,,,Schuessler2007,4980,,,,知,,zhī,zhī5,
OldChinese-4981-Knowledgewisdom-1,zhì,OldChinese,4981-Knowledgewisdom,*treh,treh,,,Schuessler2007,4981,,,,智,,zhì,zhī5,
LateHanChinese-4981-Knowledgewisdom-1,zhì,LateHanChinese,4981-Knowledgewisdom,ṭeᶜ,ṭeᶜ,,,Schuessler2007,4981,,,,智,,zhì,zhī5,
MiddleChinese-4981-Knowledgewisdom-1,zhì,MiddleChinese,4981-Knowledgewisdom,ṭjeᶜ,ṭjeᶜ,,,Schuessler2007,4981,,,,智,,zhì,zhī5,
OldChinese-4982-Single-1,zhī6,OldChinese,4982-Single,*tek,tek,,,Schuessler2007,4982,,,,隻,,zhī,zhī6,
LateHanChinese-4982-Single-1,zhī6,LateHanChinese,4982-Single,tśek,tśek,,,Schuessler2007,4982,,,,隻,,zhī,zhī6,
MiddleChinese-4982-Single-1,zhī6,MiddleChinese,4982-Single,tśjäk,tśjäk,,,Schuessler2007,4982,,,,隻,,zhī,zhī6,
OldChinese-4983-Only-1,shì,OldChinese,4983-Only,*tek ?,tek_?,,,Schuessler2007,4983,,,,適,,shì,zhī6,*tek ? or *C-ek ?
LateHanChinese-4983-Only-1,shì,LateHanChinese,4983-Only,śek (,śek_,,,Schuessler2007,4983,,,,適,,shì,zhī6,śek (or tśek ?)
MiddleChinese-4983-Only-1,shì,MiddleChinese,4983-Only,śjäk,śjäk,,,Schuessler2007,4983,,,,適,,shì,zhī6,
OldChinese-4984-Only-1,zhǐ3,OldChinese,4984-Only,*teɁ,teɁ,,,Schuessler2007,4984,,,,只,,zhǐ,zhī6,
LateHanChinese-4984-Only-1,zhǐ3,LateHanChinese,4984-Only,tśeᴮ,tśeᴮ,,,Schuessler2007,4984,,,,只,,zhǐ,zhī6,
MiddleChinese-4984-Only-1,zhǐ3,MiddleChinese,4984-Only,tśjeᴮ,tśjeᴮ,,,Schuessler2007,4984,,,,只,,zhǐ,zhī6,
OldChinese-4985-Peacehappiness-1,zhī7,OldChinese,4985-Peacehappiness,"*te,*de",te,,,Schuessler2007,4985,,,,禔,,zhī,zhī7,
LateHanChinese-4985-Peacehappiness-1,zhī7,LateHanChinese,4985-Peacehappiness,tśe,tśe,,,Schuessler2007,4985,,,,禔,,zhī,zhī7,
MiddleChinese-4985-Peacehappiness-1,zhī7,MiddleChinese,4985-Peacehappiness,"diei,tśie,źie",diei,,,Schuessler2007,4985,,,,禔,,zhī,zhī7,
OldChinese-4986-Footfetters-1,zhī8,OldChinese,4986-Footfetters,*tit,tit,,,Schuessler2007,4986,,,,桎,,zhī,zhī8,
LateHanChinese-4986-Footfetters-1,zhī8,LateHanChinese,4986-Footfetters,tśit,tśit,,,Schuessler2007,4986,,,,桎,,zhī,zhī8,
MiddleChinese-4986-Footfetters-1,zhī8,MiddleChinese,4986-Footfetters,tśjet,tśjet,,,Schuessler2007,4986,,,,桎,,zhī,zhī8,
OldChinese-4987-Footshackleforcriminals-1,"tài,dì",OldChinese,4987-Footshackleforcriminals,"*dês,*dâs",dês,,,Schuessler2007,4987,,,,鈦,鈦犇,"tài,dì",zhī8,
LateHanChinese-4987-Footshackleforcriminals-1,"tài,dì",LateHanChinese,4987-Footshackleforcriminals,"des,dɑs",des,,,Schuessler2007,4987,,,,鈦,鈦犇,"tài,dì",zhī8,
MiddleChinese-4987-Footshackleforcriminals-1,"tài,dì",MiddleChinese,4987-Footshackleforcriminals,"dieiᶜ,dâi",dieiᶜ,,,Schuessler2007,4987,,,,鈦,鈦犇,"tài,dì",zhī8,
OldChinese-4988-Bereverentrevererespect-1,zhī9,OldChinese,4988-Bereverentrevererespect,*ti,ti,,,Schuessler2007,4988,,,,祗,,zhī,zhī9,
LateHanChinese-4988-Bereverentrevererespect-1,zhī9,LateHanChinese,4988-Bereverentrevererespect,tśi,tśi,,,Schuessler2007,4988,,,,祗,,zhī,zhī9,
MiddleChinese-4988-Bereverentrevererespect-1,zhī9,MiddleChinese,4988-Bereverentrevererespect,tśi,tśi,,,Schuessler2007,4988,,,,祗,,zhī,zhī9,
OldChinese-4989-Grease-1,zhī10,OldChinese,4989-Grease,*ki ?,ki_?,,,Schuessler2007,4989,,,,脂,,zhī10,zhī10,
LateHanChinese-4989-Grease-1,zhī10,LateHanChinese,4989-Grease,tśi,tśi,,,Schuessler2007,4989,,,,脂,,zhī10,zhī10,
MiddleChinese-4989-Grease-1,zhī10,MiddleChinese,4989-Grease,tśi,tśi,,,Schuessler2007,4989,,,,脂,,zhī10,zhī10,
OldChinese-4990-Totarryslow-1,zhī11,OldChinese,4990-Totarryslow,*dri,dri,,,Schuessler2007,4990,,,,遲,,zhī,zhī11,
LateHanChinese-4990-Totarryslow-1,zhī11,LateHanChinese,4990-Totarryslow,ḍi,ḍi,,,Schuessler2007,4990,,,,遲,,zhī,zhī11,
MiddleChinese-4990-Totarryslow-1,zhī11,MiddleChinese,4990-Totarryslow,ḍi,ḍi,,,Schuessler2007,4990,,,,遲,,zhī,zhī11,
OldChinese-4991-Towait-1,zhì,OldChinese,4991-Towait,*drih,drih,,,Schuessler2007,4991,,,,遲,,zhì,zhī11,
LateHanChinese-4991-Towait-1,zhì,LateHanChinese,4991-Towait,ḍiᶜ,ḍiᶜ,,,Schuessler2007,4991,,,,遲,,zhì,zhī11,
MiddleChinese-4991-Towait-1,zhì,MiddleChinese,4991-Towait,ḍiᶜ,ḍiᶜ,,,Schuessler2007,4991,,,,遲,,zhì,zhī11,
OldChinese-4992-Toweave-1,zhī12,OldChinese,4992-Toweave,*tək,tək,,,Schuessler2007,4992,,,,織,,zhī,zhī12,
LateHanChinese-4992-Toweave-1,zhī12,LateHanChinese,4992-Toweave,tśik,tśik,,,Schuessler2007,4992,,,,織,,zhī,zhī12,
MiddleChinese-4992-Toweave-1,zhī12,MiddleChinese,4992-Toweave,tśjək,tśjək,,,Schuessler2007,4992,,,,織,,zhī,zhī12,
OldChinese-4993-Wovenclothbewoven-1,zhì,OldChinese,4993-Wovenclothbewoven,*təkh,təkh,,,Schuessler2007,4993,,,,織,,zhì,zhī12,
LateHanChinese-4993-Wovenclothbewoven-1,zhì,LateHanChinese,4993-Wovenclothbewoven,tśəᶜ,tśəᶜ,,,Schuessler2007,4993,,,,織,,zhì,zhī12,
MiddleChinese-4993-Wovenclothbewoven-1,zhì,MiddleChinese,4993-Wovenclothbewoven,tśiᶜ,tśiᶜ,,,Schuessler2007,4993,,,,織,,zhì,zhī12,
OldChinese-4994-Simplyonly-1,zhí1,OldChinese,4994-Simplyonly,*drək,drək,,,Schuessler2007,4994,,,,直,,zhí,zhí1,
LateHanChinese-4994-Simplyonly-1,zhí1,LateHanChinese,4994-Simplyonly,ḍik,ḍik,,,Schuessler2007,4994,,,,直,,zhí,zhí1,
MiddleChinese-4994-Simplyonly-1,zhí1,MiddleChinese,4994-Simplyonly,ḍjək,ḍjək,,,Schuessler2007,4994,,,,直,,zhí,zhí1,
OldChinese-4995-Simpleonly-1,zhí,OldChinese,4995-Simpleonly,*tək,tək,,,Schuessler2007,4995,,,,職,,zhí,zhí1,
LateHanChinese-4995-Simpleonly-1,zhí,LateHanChinese,4995-Simpleonly,tśik,tśik,,,Schuessler2007,4995,,,,職,,zhí,zhí1,
MiddleChinese-4995-Simpleonly-1,zhí,MiddleChinese,4995-Simpleonly,tśjək,tśjək,,,Schuessler2007,4995,,,,職,,zhí,zhí1,
