ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Character,CharacterVariants,Pinyin,WordFamily,FormVariants
LateHanChinese-1187-Drydrought-1,hàn,LateHanChinese,1187-Drydrought,gɑnᴮ,gɑnᴮ,,,Schuessler2007,1187,,,,旱,,hàn,gān9,
MiddleChinese-1187-Drydrought-1,hàn,MiddleChinese,1187-Drydrought,ɣânᴮ,ɣânᴮ,,,Schuessler2007,1187,,,,旱,,hàn,gān9,
OldChinese-1190-Daretakethelibertypresume-1,gǎn3,OldChinese,1190-Daretakethelibertypresume,*kâmɁ (< kwam ?),kâmɁ_,,,Schuessler2007,1190,,,,敢,,gǎn,gǎn3,
LateHanChinese-1190-Daretakethelibertypresume-1,gǎn3,LateHanChinese,1190-Daretakethelibertypresume,kɑmᴮ,kɑmᴮ,,,Schuessler2007,1190,,,,敢,,gǎn,gǎn3,
MiddleChinese-1190-Daretakethelibertypresume-1,gǎn3,MiddleChinese,1190-Daretakethelibertypresume,kâmᴮ,kâmᴮ,,,Schuessler2007,1190,,,,敢,,gǎn,gǎn3,
OldChinese-1191-Tosensefeeltouch-1,gǎn4,OldChinese,1191-Tosensefeeltouch,*kə̂mɁ,kə̂mɁ,,,Schuessler2007,1191,,,,感,,gǎn,gǎn4,
LateHanChinese-1191-Tosensefeeltouch-1,gǎn4,LateHanChinese,1191-Tosensefeeltouch,kəmᴮ,kəmᴮ,,,Schuessler2007,1191,,,,感,,gǎn,gǎn4,
MiddleChinese-1191-Tosensefeeltouch-1,gǎn4,MiddleChinese,1191-Tosensefeeltouch,kậmᴮ,kậmᴮ,,,Schuessler2007,1191,,,,感,,gǎn,gǎn4,
OldChinese-1194-Stemframeworkskeleton-1,gàn1,OldChinese,1194-Stemframeworkskeleton,*kâns,kâns,,,Schuessler2007,1194,,,,幹,,gàn,gàn1,
LateHanChinese-1194-Stemframeworkskeleton-1,gàn1,LateHanChinese,1194-Stemframeworkskeleton,kɑnᶜ,kɑnᶜ,,,Schuessler2007,1194,,,,幹,,gàn,gàn1,
MiddleChinese-1194-Stemframeworkskeleton-1,gàn1,MiddleChinese,1194-Stemframeworkskeleton,kânᶜ,kânᶜ,,,Schuessler2007,1194,,,,幹,,gàn,gàn1,
OldChinese-1195-Tosupport-1,hàn,OldChinese,1195-Tosupport,*gânᴬ !,gânᴬ,,,Schuessler2007,1195,,,,翰,,hàn,gàn1,
LateHanChinese-1195-Tosupport-1,hàn,LateHanChinese,1195-Tosupport,gɑnᶜ,gɑnᶜ,,,Schuessler2007,1195,,,,翰,,hàn,gàn1,
MiddleChinese-1195-Tosupport-1,hàn,MiddleChinese,1195-Tosupport,ɣânᶜ,ɣânᶜ,,,Schuessler2007,1195,,,,翰,,hàn,gàn1,
OldChinese-1196-Purple-1,gàn2,OldChinese,1196-Purple,*kə̂ms < *kləms,kə̂ms,,,Schuessler2007,1196,,,,紺,,gàn,gàn2,
LateHanChinese-1196-Purple-1,gàn2,LateHanChinese,1196-Purple,kəmᶜ,kəmᶜ,,,Schuessler2007,1196,,,,紺,,gàn,gàn2,
MiddleChinese-1196-Purple-1,gàn2,MiddleChinese,1196-Purple,kậmᶜ,kậmᶜ,,,Schuessler2007,1196,,,,紺,,gàn,gàn2,
OldChinese-1197-Neck-1,gāng1,OldChinese,1197-Neck,*kâŋ < *klaŋ ?,kâŋ,,,Schuessler2007,1197,,,,亢,,gāng,gāng1,
LateHanChinese-1197-Neck-1,gāng1,LateHanChinese,1197-Neck,kɑŋ,kɑŋ,,,Schuessler2007,1197,,,,亢,,gāng,gāng1,
MiddleChinese-1197-Neck-1,gāng1,MiddleChinese,1197-Neck,kâŋ,kâŋ,,,Schuessler2007,1197,,,,亢,,gāng,gāng1,
OldChinese-1198-Ridge-1,gāng2,OldChinese,1198-Ridge,*kâŋ,kâŋ,,,Schuessler2007,1198,,,,岡,,gāng,gāng2,
LateHanChinese-1198-Ridge-1,gāng2,LateHanChinese,1198-Ridge,kɑŋ,kɑŋ,,,Schuessler2007,1198,,,,岡,,gāng,gāng2,
MiddleChinese-1198-Ridge-1,gāng2,MiddleChinese,1198-Ridge,kâŋ,kâŋ,,,Schuessler2007,1198,,,,岡,,gāng,gāng2,
OldChinese-1199-Guidingropeofanet-1,gāng3,OldChinese,1199-Guidingropeofanet,*kâŋ,kâŋ,,,Schuessler2007,1199,,,,綱,,gāng,gāng3,
LateHanChinese-1199-Guidingropeofanet-1,gāng3,LateHanChinese,1199-Guidingropeofanet,kɑŋ,kɑŋ,,,Schuessler2007,1199,,,,綱,,gāng,gāng3,
MiddleChinese-1199-Guidingropeofanet-1,gāng3,MiddleChinese,1199-Guidingropeofanet,kâŋ,kâŋ,,,Schuessler2007,1199,,,,綱,,gāng,gāng3,
OldChinese-1200-Hardfirm-1,gāng4,OldChinese,1200-Hardfirm,*kâŋ,kâŋ,,,Schuessler2007,1200,,,,剛,剛鋼,gāng,gāng4,
LateHanChinese-1200-Hardfirm-1,gāng4,LateHanChinese,1200-Hardfirm,kɑŋ,kɑŋ,,,Schuessler2007,1200,,,,剛,剛鋼,gāng,gāng4,
MiddleChinese-1200-Hardfirm-1,gāng4,MiddleChinese,1200-Hardfirm,kâŋ,kâŋ,,,Schuessler2007,1200,,,,剛,剛鋼,gāng,gāng4,
OldChinese-1201-Hardsoil-1,qiǎng,OldChinese,1201-Hardsoil,*gaŋɁ,gaŋɁ,,,Schuessler2007,1201,,,,彊,,qiǎng,gāng4,
LateHanChinese-1201-Hardsoil-1,qiǎng,LateHanChinese,1201-Hardsoil,giɑŋᴮ,giɑŋᴮ,,,Schuessler2007,1201,,,,彊,,qiǎng,gāng4,
MiddleChinese-1201-Hardsoil-1,qiǎng,MiddleChinese,1201-Hardsoil,gjaŋᴮ,gjaŋᴮ,,,Schuessler2007,1201,,,,彊,,qiǎng,gāng4,
OldChinese-1202-Bullstud-1,gāng5,OldChinese,1202-Bullstud,*kâŋ < *klaŋ ?,kâŋ,,,Schuessler2007,1202,,,,犅,,gāng,gāng5,
LateHanChinese-1202-Bullstud-1,gāng5,LateHanChinese,1202-Bullstud,kɑŋ,kɑŋ,,,Schuessler2007,1202,,,,犅,,gāng,gāng5,
MiddleChinese-1202-Bullstud-1,gāng5,MiddleChinese,1202-Bullstud,kâŋ,kâŋ,,,Schuessler2007,1202,,,,犅,,gāng,gāng5,
MiddleChinese-1203-Lowerintestinesanus-1,gāng6,MiddleChinese,1203-Lowerintestinesanus,"kåŋ,xåŋ",kåŋ,,,Schuessler2007,1203,,,,肛,,gāng,gāng6,
OldChinese-1205-High-1,gāo1,OldChinese,1205-High,*kâu,kâu,,,Schuessler2007,1205,,,,高,,gāo,gāo1,
LateHanChinese-1205-High-1,gāo1,LateHanChinese,1205-High,kɑu,kɑu,,,Schuessler2007,1205,,,,高,,gāo,gāo1,
MiddleChinese-1205-High-1,gāo1,MiddleChinese,1205-High,kâu,kâu,,,Schuessler2007,1205,,,,高,,gāo,gāo1,
OldChinese-1206-Height-1,gāo,OldChinese,1206-Height,*kâuh,kâuh,,,Schuessler2007,1206,,,,高,,gāo,gāo1,
LateHanChinese-1206-Height-1,gāo,LateHanChinese,1206-Height,kɑuᶜ,kɑuᶜ,,,Schuessler2007,1206,,,,高,,gāo,gāo1,
MiddleChinese-1206-Height-1,gāo,MiddleChinese,1206-Height,kâuᶜ,kâuᶜ,,,Schuessler2007,1206,,,,高,,gāo,gāo1,
OldChinese-1208-Greaseointment-1,gāo3,OldChinese,1208-Greaseointment,*kâu(h),kâu,,,Schuessler2007,1208,,,,膏,,gāo,gāo3,
LateHanChinese-1208-Greaseointment-1,gāo3,LateHanChinese,1208-Greaseointment,kɑu(ᶜ),kɑu,,,Schuessler2007,1208,,,,膏,,gāo,gāo3,
MiddleChinese-1208-Greaseointment-1,gāo3,MiddleChinese,1208-Greaseointment,kâu[ᶜ],kâu,,,Schuessler2007,1208,,,,膏,,gāo,gāo3,
OldChinese-1209-Lamb-1,gāo4,OldChinese,1209-Lamb,*kâu ?,kâu_?,,,Schuessler2007,1209,,,,羔,,gāo,gāo4,
LateHanChinese-1209-Lamb-1,gāo4,LateHanChinese,1209-Lamb,kɑu ?,kɑu_?,,,Schuessler2007,1209,,,,羔,,gāo,gāo4,
MiddleChinese-1209-Lamb-1,gāo4,MiddleChinese,1209-Lamb,kâu,kâu,,,Schuessler2007,1209,,,,羔,,gāo,gāo4,
OldChinese-1210-Bowcaseoftigerhide-1,gāo5,OldChinese,1210-Bowcaseoftigerhide,*kû < *klu ?,kû,,,Schuessler2007,1210,,,,櫜,,gāo,gāo5,
LateHanChinese-1210-Bowcaseoftigerhide-1,gāo5,LateHanChinese,1210-Bowcaseoftigerhide,kou,kou,,,Schuessler2007,1210,,,,櫜,,gāo,gāo5,
MiddleChinese-1210-Bowcaseoftigerhide-1,gāo5,MiddleChinese,1210-Bowcaseoftigerhide,kâu,kâu,,,Schuessler2007,1210,,,,櫜,,gāo,gāo5,
OldChinese-1211-Bowcase-1,tāo,OldChinese,1211-Bowcase,*lhû ?,lhû_?,,,Schuessler2007,1211,,,,弢,,tāo,gāo5,
LateHanChinese-1211-Bowcase-1,tāo,LateHanChinese,1211-Bowcase,tʰou,tʰou,,,Schuessler2007,1211,,,,弢,,tāo,gāo5,
MiddleChinese-1211-Bowcase-1,tāo,MiddleChinese,1211-Bowcase,tʰâu,tʰâu,,,Schuessler2007,1211,,,,弢,,tāo,gāo5,
OldChinese-1212-Whitebrilliant-1,gǎo1,OldChinese,1212-Whitebrilliant,*kâuɁ,kâuɁ,,,Schuessler2007,1212,,,,暠,,gǎo,gǎo1,
LateHanChinese-1212-Whitebrilliant-1,gǎo1,LateHanChinese,1212-Whitebrilliant,kɑuᴮ,kɑuᴮ,,,Schuessler2007,1212,,,,暠,,gǎo,gǎo1,
MiddleChinese-1212-Whitebrilliant-1,gǎo1,MiddleChinese,1212-Whitebrilliant,kâuᴮ,kâuᴮ,,,Schuessler2007,1212,,,,暠,,gǎo,gǎo1,
OldChinese-1216-Totellreportannounceinform-1,gào,OldChinese,1216-Totellreportannounceinform,*kluk(h),kluk,,,Schuessler2007,1216,,,,告,,gào,gào,
LateHanChinese-1216-Totellreportannounceinform-1,gào,LateHanChinese,1216-Totellreportannounceinform,"kouk,kouᶜ",kouk,,,Schuessler2007,1216,,,,告,,gào,gào,
MiddleChinese-1216-Totellreportannounceinform-1,gào,MiddleChinese,1216-Totellreportannounceinform,"kuok,kâuᶜ",kuok,,,Schuessler2007,1216,,,,告,,gào,gào,
OldChinese-1217-Announcementmakeanannouncement-1,gào,OldChinese,1217-Announcementmakeanannouncement,*klukh,klukh,,,Schuessler2007,1217,,,,誥,,gào,gào,
LateHanChinese-1217-Announcementmakeanannouncement-1,gào,LateHanChinese,1217-Announcementmakeanannouncement,kouᶜ,kouᶜ,,,Schuessler2007,1217,,,,誥,,gào,gào,
MiddleChinese-1217-Announcementmakeanannouncement-1,gào,MiddleChinese,1217-Announcementmakeanannouncement,kâuᶜ,kâuᶜ,,,Schuessler2007,1217,,,,誥,,gào,gào,
OldChinese-1218-Daggeraxe-1,gē1,OldChinese,1218-Daggeraxe,*kuâi,kuâi,,,Schuessler2007,1218,,,,戈,,gē,gē1,
LateHanChinese-1218-Daggeraxe-1,gē1,LateHanChinese,1218-Daggeraxe,kuɑi,kuɑi,,,Schuessler2007,1218,,,,戈,,gē,gē1,
MiddleChinese-1218-Daggeraxe-1,gē1,MiddleChinese,1218-Daggeraxe,kuâ,kuâ,,,Schuessler2007,1218,,,,戈,,gē,gē1,
OldChinese-1219-Song-1,gē2,OldChinese,1219-Song,*kâi,kâi,,,Schuessler2007,1219,,,,歌,,gē,gē2,
LateHanChinese-1219-Song-1,gē2,LateHanChinese,1219-Song,kɑi,kɑi,,,Schuessler2007,1219,,,,歌,,gē,gē2,
MiddleChinese-1219-Song-1,gē2,MiddleChinese,1219-Song,kâ,kâ,,,Schuessler2007,1219,,,,歌,,gē,gē2,
OldChinese-1220-Tocut-1,gē3,OldChinese,1220-Tocut,*kât,kât,,,Schuessler2007,1220,,,,割,,gē,gē3,
LateHanChinese-1220-Tocut-1,gē3,LateHanChinese,1220-Tocut,kɑt,kɑt,,,Schuessler2007,1220,,,,割,,gē,gē3,
MiddleChinese-1220-Tocut-1,gē3,MiddleChinese,1220-Tocut,kât,kât,,,Schuessler2007,1220,,,,割,,gē,gē3,
OldChinese-1221-Toharminjureharminjury-1,hài,OldChinese,1221-Toharminjureharminjury,*gâts,gâts,,,Schuessler2007,1221,,,,害,,hài,gē3,
LateHanChinese-1221-Toharminjureharminjury-1,hài,LateHanChinese,1221-Toharminjureharminjury,gɑs,gɑs,,,Schuessler2007,1221,,,,害,,hài,gē3,
MiddleChinese-1221-Toharminjureharminjury-1,hài,MiddleChinese,1221-Toharminjureharminjury,ɣâiᶜ,ɣâiᶜ,,,Schuessler2007,1221,,,,害,,hài,gē3,
OldChinese-1222-Tocastrate-1,jiè,OldChinese,1222-Tocastrate,*krâts,krâts,,,Schuessler2007,1222,,,,犗,,jiè,gē3,
LateHanChinese-1222-Tocastrate-1,jiè,LateHanChinese,1222-Tocastrate,kas,kas,,,Schuessler2007,1222,,,,犗,,jiè,gē3,
MiddleChinese-1222-Tocastrate-1,jiè,MiddleChinese,1222-Tocastrate,kaiᶜ,kaiᶜ,,,Schuessler2007,1222,,,,犗,,jiè,gē3,
OldChinese-1223-Armpit-1,gē4,OldChinese,1223-Armpit,*kâk < *klak,kâk,,,Schuessler2007,1223,,,,胳,,gē,gē4,
LateHanChinese-1223-Armpit-1,gē4,LateHanChinese,1223-Armpit,kɑk,kɑk,,,Schuessler2007,1223,,,,胳,,gē,gē4,
MiddleChinese-1223-Armpit-1,gē4,MiddleChinese,1223-Armpit,kâk,kâk,,,Schuessler2007,1223,,,,胳,,gē,gē4,
OldChinese-1225-Tochange-1,gé1,OldChinese,1225-Tochange,*krə̂k,krə̂k,,,Schuessler2007,1225,,,,革,,gé,gé1,
LateHanChinese-1225-Tochange-1,gé1,LateHanChinese,1225-Tochange,kɛk,kɛk,,,Schuessler2007,1225,,,,革,,gé,gé1,
MiddleChinese-1225-Tochange-1,gé1,MiddleChinese,1225-Tochange,kɛk,kɛk,,,Schuessler2007,1225,,,,革,,gé,gé1,
OldChinese-1226-Toseparate-1,gé2,OldChinese,1226-Toseparate,*krêk,krêk,,,Schuessler2007,1226,,,,隔,,gé,gé2,
LateHanChinese-1226-Toseparate-1,gé2,LateHanChinese,1226-Toseparate,kɛk,kɛk,,,Schuessler2007,1226,,,,隔,,gé,gé2,
MiddleChinese-1226-Toseparate-1,gé2,MiddleChinese,1226-Toseparate,kɛk,kɛk,,,Schuessler2007,1226,,,,隔,,gé,gé2,
OldChinese-1227-Membrane-1,gé,OldChinese,1227-Membrane,*krêk,krêk,,,Schuessler2007,1227,,,,膈,,gé,gé2,
LateHanChinese-1227-Membrane-1,gé,LateHanChinese,1227-Membrane,kɛk,kɛk,,,Schuessler2007,1227,,,,膈,,gé,gé2,
MiddleChinese-1227-Membrane-1,gé,MiddleChinese,1227-Membrane,kɛk,kɛk,,,Schuessler2007,1227,,,,膈,,gé,gé2,
OldChinese-1228-Clothesrack-1,gé3,OldChinese,1228-Clothesrack,*krâk,krâk,,,Schuessler2007,1228,,,,格,,gé,gé3,
LateHanChinese-1228-Clothesrack-1,gé3,LateHanChinese,1228-Clothesrack,kak,kak,,,Schuessler2007,1228,,,,格,,gé,gé3,
MiddleChinese-1228-Clothesrack-1,gé3,MiddleChinese,1228-Clothesrack,kɐk,kɐk,,,Schuessler2007,1228,,,,格,,gé,gé3,
OldChinese-1229-Tocomegoto-1,gé4,OldChinese,1229-Tocomegoto,*krâk,krâk,,,Schuessler2007,1229,,,,格,,gé,gé4,
LateHanChinese-1229-Tocomegoto-1,gé4,LateHanChinese,1229-Tocomegoto,kak,kak,,,Schuessler2007,1229,,,,格,,gé,gé4,
MiddleChinese-1229-Tocomegoto-1,gé4,MiddleChinese,1229-Tocomegoto,kɐk,kɐk,,,Schuessler2007,1229,,,,格,,gé,gé4,
OldChinese-1230-Tocomegoto-1,jiǎ,OldChinese,1230-Tocomegoto,*krâɁ,krâɁ,,,Schuessler2007,1230,,,,假,,jiǎ,gé4,
LateHanChinese-1230-Tocomegoto-1,jiǎ,LateHanChinese,1230-Tocomegoto,kaᴮ,kaᴮ,,,Schuessler2007,1230,,,,假,,jiǎ,gé4,
MiddleChinese-1230-Tocomegoto-1,jiǎ,MiddleChinese,1230-Tocomegoto,kaᴮ,kaᴮ,,,Schuessler2007,1230,,,,假,,jiǎ,gé4,
OldChinese-1231-Bones-1,gé5,OldChinese,1231-Bones,*krâk,krâk,,,Schuessler2007,1231,,,,骼,,gé,gé5,
LateHanChinese-1231-Bones-1,gé5,LateHanChinese,1231-Bones,kak,kak,,,Schuessler2007,1231,,,,骼,,gé,gé5,
MiddleChinese-1231-Bones-1,gé5,MiddleChinese,1231-Bones,kɐk,kɐk,,,Schuessler2007,1231,,,,骼,,gé,gé5,
OldChinese-1232-Haunch-1,gé,OldChinese,1232-Haunch,"*k(h)râk,*kâk < *klak",krâk,,,Schuessler2007,1232,,,,骼,,gé,gé5,
LateHanChinese-1232-Haunch-1,gé,LateHanChinese,1232-Haunch,"k(ʰ)ak,kɑk",kak,,,Schuessler2007,1232,,,,骼,,gé,gé5,
MiddleChinese-1232-Haunch-1,gé,MiddleChinese,1232-Haunch,"kɐk,kʰɐk,kâk",kɐk,,,Schuessler2007,1232,,,,骼,,gé,gé5,
OldChinese-1233-Deer-1,gé6,OldChinese,1233-Deer,*krâk,krâk,,,Schuessler2007,1233,,,,觡,,gé,gé6,
LateHanChinese-1233-Deer-1,gé6,LateHanChinese,1233-Deer,kak,kak,,,Schuessler2007,1233,,,,觡,,gé,gé6,
MiddleChinese-1233-Deer-1,gé6,MiddleChinese,1233-Deer,kɐk,kɐk,,,Schuessler2007,1233,,,,觡,,gé,gé6,
OldChinese-1238-Each-1,gè1,OldChinese,1238-Each,*kâk,kâk,,,Schuessler2007,1238,,,,各,,gè,gè1,
LateHanChinese-1238-Each-1,gè1,LateHanChinese,1238-Each,kɑk,kɑk,,,Schuessler2007,1238,,,,各,,gè,gè1,
MiddleChinese-1238-Each-1,gè1,MiddleChinese,1238-Each,kâk,kâk,,,Schuessler2007,1238,,,,各,,gè,gè1,
OldChinese-1239-All-1,jǔ,OldChinese,1239-All,*kaɁ,kaɁ,,,Schuessler2007,1239,,,,舉,,jǔ,gè1,
LateHanChinese-1239-All-1,jǔ,LateHanChinese,1239-All,kiɑɁ,kiɑɁ,,,Schuessler2007,1239,,,,舉,,jǔ,gè1,
MiddleChinese-1239-All-1,jǔ,MiddleChinese,1239-All,kjwoᴮ,kjwoᴮ,,,Schuessler2007,1239,,,,舉,,jǔ,gè1,
OldChinese-1240-Treebranch-1,gè2,OldChinese,1240-Treebranch,*kâk,kâk,,,Schuessler2007,1240,,,,格,,gè,gè2,
LateHanChinese-1240-Treebranch-1,gè2,LateHanChinese,1240-Treebranch,kɑk,kɑk,,,Schuessler2007,1240,,,,格,,gè,gè2,
MiddleChinese-1240-Treebranch-1,gè2,MiddleChinese,1240-Treebranch,kâk,kâk,,,Schuessler2007,1240,,,,格,,gè,gè2,
OldChinese-1242-Yoke-1,gè4,OldChinese,1242-Yoke,*krêk,krêk,,,Schuessler2007,1242,,,,鬲,,gè,gè4,
LateHanChinese-1242-Yoke-1,gè4,LateHanChinese,1242-Yoke,kɛk,kɛk,,,Schuessler2007,1242,,,,鬲,,gè,gè4,
MiddleChinese-1242-Yoke-1,gè4,MiddleChinese,1242-Yoke,kɛk,kɛk,,,Schuessler2007,1242,,,,鬲,,gè,gè4,
OldChinese-1243-Toscrape-1,gè5,OldChinese,1243-Toscrape,*krêt,krêt,,,Schuessler2007,1243,,,,吏,,gè,gè5,
LateHanChinese-1243-Toscrape-1,gè5,LateHanChinese,1243-Toscrape,"kat,kɛt",kat,,,Schuessler2007,1243,,,,吏,,gè,gè5,
MiddleChinese-1243-Toscrape-1,gè5,MiddleChinese,1243-Toscrape,"kat,kăt",kat,,,Schuessler2007,1243,,,,吏,,gè,gè5,
OldChinese-1244-Roottrunk-1,gēn,OldChinese,1244-Roottrunk,*kə̂n,kə̂n,,,Schuessler2007,1244,,,,根,,gēn,gēn,
LateHanChinese-1244-Roottrunk-1,gēn,LateHanChinese,1244-Roottrunk,kən,kən,,,Schuessler2007,1244,,,,根,,gēn,gēn,
MiddleChinese-1244-Roottrunk-1,gēn,MiddleChinese,1244-Roottrunk,kən,kən,,,Schuessler2007,1244,,,,根,,gēn,gēn,
OldChinese-1246-Tochange-1,gēng1,OldChinese,1246-Tochange,*krâŋ,krâŋ,,,Schuessler2007,1246,,,,更,,gēng,gēng1,
LateHanChinese-1246-Tochange-1,gēng1,LateHanChinese,1246-Tochange,kaŋ,kaŋ,,,Schuessler2007,1246,,,,更,,gēng,gēng1,
MiddleChinese-1246-Tochange-1,gēng1,MiddleChinese,1246-Tochange,kɐŋ,kɐŋ,,,Schuessler2007,1246,,,,更,,gēng,gēng1,
OldChinese-1247-Againstill-1,gèng,OldChinese,1247-Againstill,*krâŋh,krâŋh,,,Schuessler2007,1247,,,,更,,gèng,gēng1,
LateHanChinese-1247-Againstill-1,gèng,LateHanChinese,1247-Againstill,kaŋᶜ,kaŋᶜ,,,Schuessler2007,1247,,,,更,,gèng,gēng1,
MiddleChinese-1247-Againstill-1,gèng,MiddleChinese,1247-Againstill,kɐŋᶜ,kɐŋᶜ,,,Schuessler2007,1247,,,,更,,gèng,gēng1,
OldChinese-1249-Tocontinuesucceed-1,gēng3,OldChinese,1249-Tocontinuesucceed,*krâŋ(h),krâŋ,,,Schuessler2007,1249,,,,賡,,gēng,gēng3,
LateHanChinese-1249-Tocontinuesucceed-1,gēng3,LateHanChinese,1249-Tocontinuesucceed,kaŋ(ᶜ),kaŋ,,,Schuessler2007,1249,,,,賡,,gēng,gēng3,
MiddleChinese-1249-Tocontinuesucceed-1,gēng3,MiddleChinese,1249-Tocontinuesucceed,kɐŋ[ᶜ],kɐŋ,,,Schuessler2007,1249,,,,賡,,gēng,gēng3,
OldChinese-1251-Toplough-1,gēng5,OldChinese,1251-Toplough,*krêŋ,krêŋ,,,Schuessler2007,1251,,,,耕,,gēng,gēng5,
LateHanChinese-1251-Toplough-1,gēng5,LateHanChinese,1251-Toplough,kɛŋ,kɛŋ,,,Schuessler2007,1251,,,,耕,,gēng,gēng5,
MiddleChinese-1251-Toplough-1,gēng5,MiddleChinese,1251-Toplough,kɛŋ,kɛŋ,,,Schuessler2007,1251,,,,耕,,gēng,gēng5,
OldChinese-1252-Bebrilliant-1,gěng1,OldChinese,1252-Bebrilliant,*krêŋɁ,krêŋɁ,,,Schuessler2007,1252,,,,耿,,gěng,gěng1,
LateHanChinese-1252-Bebrilliant-1,gěng1,LateHanChinese,1252-Bebrilliant,kɛŋᴮ,kɛŋᴮ,,,Schuessler2007,1252,,,,耿,,gěng,gěng1,
MiddleChinese-1252-Bebrilliant-1,gěng1,MiddleChinese,1252-Bebrilliant,kɛŋᴮ,kɛŋᴮ,,,Schuessler2007,1252,,,,耿,,gěng,gěng1,
OldChinese-1255-Towaxincrease-1,gèng1,OldChinese,1255-Towaxincrease,*kə̂ŋh,kə̂ŋh,,,Schuessler2007,1255,,,,恆,,gèng,gèng1,
LateHanChinese-1255-Towaxincrease-1,gèng1,LateHanChinese,1255-Towaxincrease,kəŋᶜ,kəŋᶜ,,,Schuessler2007,1255,,,,恆,,gèng,gèng1,
MiddleChinese-1255-Towaxincrease-1,gèng1,MiddleChinese,1255-Towaxincrease,kəŋᶜ,kəŋᶜ,,,Schuessler2007,1255,,,,恆,,gèng,gèng1,
OldChinese-1257-Workartisan-1,gōng1,OldChinese,1257-Workartisan,*kôŋ,kôŋ,,,Schuessler2007,1257,,,,工,工功攻,gōng,gōng1,
LateHanChinese-1257-Workartisan-1,gōng1,LateHanChinese,1257-Workartisan,koŋ,koŋ,,,Schuessler2007,1257,,,,工,工功攻,gōng,gōng1,
MiddleChinese-1257-Workartisan-1,gōng1,MiddleChinese,1257-Workartisan,kuŋ,kuŋ,,,Schuessler2007,1257,,,,工,工功攻,gōng,gōng1,
OldChinese-1258-Supervisorofartisans-1,sī-kōng,OldChinese,1258-Supervisorofartisans,*-khôŋ,-khôŋ,,,Schuessler2007,1258,,,,司,司空,sī-kōng,gōng1,
LateHanChinese-1258-Supervisorofartisans-1,sī-kōng,LateHanChinese,1258-Supervisorofartisans,= -kʰoŋ,=_-kʰoŋ,,,Schuessler2007,1258,,,,司,司空,sī-kōng,gōng1,
MiddleChinese-1258-Supervisorofartisans-1,sī-kōng,MiddleChinese,1258-Supervisorofartisans,si-kʰuŋ,si-kʰuŋ,,,Schuessler2007,1258,,,,司,司空,sī-kōng,gōng1,
OldChinese-1259-Abow-1,gōng2,OldChinese,1259-Abow,*kwəŋ,kwəŋ,,,Schuessler2007,1259,,,,弓,,gōng,gōng2,
LateHanChinese-1259-Abow-1,gōng2,LateHanChinese,1259-Abow,kuŋ,kuŋ,,,Schuessler2007,1259,,,,弓,,gōng,gōng2,
MiddleChinese-1259-Abow-1,gōng2,MiddleChinese,1259-Abow,kjuŋ,kjuŋ,,,Schuessler2007,1259,,,,弓,,gōng,gōng2,
OldChinese-1260-Bodypersonself-1,gōng3,OldChinese,1260-Bodypersonself,*kuŋ,kuŋ,,,Schuessler2007,1260,,,,躬,,gōng,gōng3,
LateHanChinese-1260-Bodypersonself-1,gōng3,LateHanChinese,1260-Bodypersonself,kuŋ,kuŋ,,,Schuessler2007,1260,,,,躬,,gōng,gōng3,
MiddleChinese-1260-Bodypersonself-1,gōng3,MiddleChinese,1260-Bodypersonself,kjuŋ,kjuŋ,,,Schuessler2007,1260,,,,躬,,gōng,gōng3,
OldChinese-1261-Father-1,gōng4,OldChinese,1261-Father,*kôŋ < *kloŋ,kôŋ,,,Schuessler2007,1261,,,,公,,gōng,gōng4,
LateHanChinese-1261-Father-1,gōng4,LateHanChinese,1261-Father,koŋ,koŋ,,,Schuessler2007,1261,,,,公,,gōng,gōng4,
MiddleChinese-1261-Father-1,gōng4,MiddleChinese,1261-Father,kuŋ,kuŋ,,,Schuessler2007,1261,,,,公,,gōng,gōng4,
LateHanChinese-1262-Male-1,gōng4a,LateHanChinese,1262-Male,koŋ,koŋ,,,Schuessler2007,1262,,,,公,,gōng4a,gōng4a,
MiddleChinese-1262-Male-1,gōng4a,MiddleChinese,1262-Male,kuŋ,kuŋ,,,Schuessler2007,1262,,,,公,,gōng4a,gōng4a,
OldChinese-1263-Impartialfair-1,gōng5,OldChinese,1263-Impartialfair,*kôŋ,kôŋ,,,Schuessler2007,1263,,,,公,,gōng,gōng5,
LateHanChinese-1263-Impartialfair-1,gōng5,LateHanChinese,1263-Impartialfair,koŋ,koŋ,,,Schuessler2007,1263,,,,公,,gōng,gōng5,
MiddleChinese-1263-Impartialfair-1,gōng5,MiddleChinese,1263-Impartialfair,kuŋ,kuŋ,,,Schuessler2007,1263,,,,公,,gōng,gōng5,
OldChinese-1264-Equalsymmetrical-1,húng,OldChinese,1264-Equalsymmetrical,*gôŋ,gôŋ,,,Schuessler2007,1264,,,,鴻,,húng,gōng5,
LateHanChinese-1264-Equalsymmetrical-1,húng,LateHanChinese,1264-Equalsymmetrical,goŋ,goŋ,,,Schuessler2007,1264,,,,鴻,,húng,gōng5,
MiddleChinese-1264-Equalsymmetrical-1,húng,MiddleChinese,1264-Equalsymmetrical,ɣuŋ,ɣuŋ,,,Schuessler2007,1264,,,,鴻,,húng,gōng5,
